Código Puesto,Nombre Puesto,Mesa,Código Comuna,Nombre Comuna,Nombre Partido,Nombre Candidato,Total Votos
25,COLEGIO OEA,7,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
26,FLORALIA,11,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
29,SUPERIOR AMERICANO,20,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
29,SUPERIOR AMERICANO,21,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
33,MANDALAY - COLEGIO KENNEDY,19,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
33,MANDALAY - COLEGIO KENNEDY,28,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
35,COLEGIO NUEVA CASTILLA,1,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
35,COLEGIO NUEVA CASTILLA,18,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
37,JAIRO ANIBAL NIÑO,15,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
38,VISION DE COLOMBIA,15,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
38,VISION DE COLOMBIA,35,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
39,ALMENAR,10,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
39,ALMENAR,15,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
40,COLEGIO ALQUERIA,16,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
40,COLEGIO ALQUERIA,21,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
44,LAS PALMERAS,13,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
44,LAS PALMERAS,17,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
51,COLEGIO GUSTAVO ROJAS PINILLA,6,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
51,COLEGIO GUSTAVO ROJAS PINILLA,9,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
52,COLEGIO CLASS I D E SEDE B ROMA,14,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
57,CAMPO BELLO,17,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
57,CAMPO BELLO,3,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
58,PATIOS,5,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
59,MANUEL CEPEDA,1,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
59,MANUEL CEPEDA,9,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
60,CENTRO COMERCIAL EL EDEN,16,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
60,CENTRO COMERCIAL EL EDEN,43,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
60,CENTRO COMERCIAL EL EDEN,47,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
63,CENTRO DE DESARROLLO COMUNITARIO KENNEDY,6,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
64,COLEGIO RODRIGO TRIANA,24,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
72,COLEGIO SAN PEDRO CLAVER SEDE A,10,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
87,SALON COMUNAL MARSELLA,4,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
98,SALON COMUNAL VILLA CLAUDIA,1,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
B1,POLIDEPORTIVO CASTILLA,3,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
2,VILLEMAR,20,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,HAYUELOS CENTRO COMERCIAL,20,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,HAYUELOS CENTRO COMERCIAL,53,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,BELEN,12,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,BELEN,16,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,BELEN,32,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,BELEN,7,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,VERSALLES,35,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,VERSALLES,39,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
8,MODELIA SUR,11,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
9,SANTA CECILIA - MODELIA,15,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
9,SANTA CECILIA - MODELIA,3,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
9,SANTA CECILIA - MODELIA,9,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
10,CENTRO A,16,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,LA LAGUNA,4,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
15,AGUSTINIANO SALITRE,1,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
15,AGUSTINIANO SALITRE,10,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
15,AGUSTINIANO SALITRE,23,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
16,TRES ELEFANTES- LA ESPERANZA,17,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
17,PUENTE GRANDE,5,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
18,ZONA FRANCA,7,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,MODELIA REAL,12,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
27,HAYUELOS JUMBO,17,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
34,MULTIPLAZA,20,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
35,SALITRE PLAZA,29,9,LOCALIDAD 9 FONTIBON,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,BOYACA,13,10,LOCALIDAD 10 ENGATIVA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
2,ENGATIVA,24,10,LOCALIDAD 10 ENGATIVA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,NORMANDIA,14,10,LOCALIDAD 10 ENGATIVA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,NORMANDIA,24,10,LOCALIDAD 10 ENGATIVA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,NORMANDIA,27,10,LOCALIDAD 10 ENGATIVA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,EL LUJAN,11,10,LOCALIDAD 10 ENGATIVA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,EL LUJAN,3,10,LOCALIDAD 10 ENGATIVA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,EL LUJAN,5,10,LOCALIDAD 10 ENGATIVA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
